block_id,chapter,section,source_file,source_line,language_or_class,first_meaningful_line,last_meaningful_line,line_count,sha256,semantic_candidate
block-0473,10,Types of NoSQL Databases,chapters/10-data-management.qmd,719,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,29,2592aab0833a7dedfb72765a80624d8dff3833511d257acf28fe9f3d37dc7e81,ASCII_DIAGRAM
block-0474,10,Document Databases (MongoDB),chapters/10-data-management.qmd,757,javascript,{,},33,6188fe88226878f3f68eca2e4ca662ca42cbf0dcda8c36115666da7eba45beaf,PROGRAM_CODE
block-0475,10,Document Databases (MongoDB),chapters/10-data-management.qmd,799,javascript,const { MongoClient } = require('mongodb');,const db = client.db('taskflow');,5,274b47cce494732c44a8dcf9e84c98e5d8f143e01e9db2603214be3d39bd7613,PROGRAM_CODE
block-0476,10,Document Databases (MongoDB),chapters/10-data-management.qmd,809,javascript,// Insert a single user,]);,13,0c0dc5e7e8f3bda9aaa1f72ff42f097b0692f88a9a2c23049ede8bf2b5014c86,PROGRAM_CODE
block-0477,10,Document Databases (MongoDB),chapters/10-data-management.qmd,829,javascript,// Find a single document by field value,.toArray();,15,bddb9efd18c486b130a97b503a146405afdf96a8d64724ab359a850f25e54444,PROGRAM_CODE
block-0478,10,Document Databases (MongoDB),chapters/10-data-management.qmd,851,javascript,// Update a single field using $set,);,30,e846a7522a8086e43f986b053f38fbf28187f5d98d9edc30e3f0d2554697c3c6,PROGRAM_CODE
block-0479,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,896,javascript,const Redis = require('ioredis');,const redis = new Redis(process.env.REDIS_URL);,2,d59e44320a4a7d504cc530f4f49cbf740f19734b8a05245cb9bd863b9ed55621,PROGRAM_CODE
block-0480,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,903,javascript,// Store a simple value,const ttl = await redis.ttl('session:abc123');  // seconds remaining,12,74ab31b499626d10edfe0ec0bedcaf796cb3f7d6db7b96969decf3598917522e,PROGRAM_CODE
block-0481,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,924,javascript,// Store multiple fields at once,"await redis.hincrby('user:1', 'login_count', 1);",16,29942c2a3f14dabf1fa8ed3485fcca1254a5f51132783355eef57a77fc2dbfa0,PROGRAM_CODE
block-0482,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,947,javascript,// Push to the front of a list (newest first),"await redis.ltrim('notifications:1', 0, 99);  // Keep only 100 newest",13,40c4ab3bcacdb973cf7d2a41e81660bebdc8f51c6f31f2cf4f0d888adb18b0f2,PROGRAM_CODE
block-0483,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,967,javascript,// Add members (duplicates are ignored),"const commonTags = await redis.sinter('user:1:tags', 'user:2:tags');  // Intersection",15,1d8670fb6a50b1d13392a6fc7d4adc912ff7302ee99b1b2d8ea646ce93d502fd,PROGRAM_CODE
block-0484,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,989,javascript,// Add members with scores,"await redis.zincrby('leaderboard', 10, 'bob');  // Bob now has 95 points",12,82e33913574968fe2d46b8c6da923c62a6bb67790ee92de3ae3e34d055317525,PROGRAM_CODE
block-0485,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,1008,javascript,async function getUserWithCache(userId) {,},21,89a6a1f78a54153829b446c1cbc63a9b0589ec8be7765ad27c692f9ed5b27d7c,PROGRAM_CODE
block-0486,10,Key-Value Stores (Redis),chapters/10-data-management.qmd,1036,javascript,"async function updateUser(userId, updates) {",},8,3e585b6cd904f3767f9bbdc6e5c2bd48f620db823827a481245365331b93c804,PROGRAM_CODE
block-0487,10,Choosing Between SQL and NoSQL,chapters/10-data-management.qmd,1053,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└───────────────────────────┴─────────────────────────────────────────────┘,12,0ba26eb67f43c1889548062c5d386ae4c627b761cc4162a6572861934c47622b,ASCII_DIAGRAM
block-0488,10,REST Principles,chapters/10-data-management.qmd,1107,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,27,ca88a4ae799c03b45fff7d524b5f161dcceacf6d8cb8e7d51243a7c6d567f2c7,ASCII_DIAGRAM
block-0489,10,Resource-Oriented Design,chapters/10-data-management.qmd,1145,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,26,828f13be621e98c522eceab761bd66d409dcc3a0b9ba5532146f2e91d4968666,ASCII_DIAGRAM
block-0490,10,Resource-Oriented Design,chapters/10-data-management.qmd,1176,(untyped),/users                      Collection of all users,/tasks/789/attachments      Files attached to task 789,14,cb7dcfd44f7b372f1828633c561ae926faf371035f12676148303e115938de6a,PLAIN_VERBATIM
block-0491,10,HTTP Methods and CRUD Operations,chapters/10-data-management.qmd,1199,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└──────────┴─────────────┴────────────────────────────────────────────────┘,20,5eba70ddb1ecdeb7a9d47418fe84b3c48ed22111bbed0e91cc0027336f47e8b3,ASCII_DIAGRAM
block-0492,10,HTTP Methods and CRUD Operations,chapters/10-data-management.qmd,1230,(untyped),GET    /api/tasks              List all tasks (with pagination),GET    /api/tasks?sort=due_date&order=asc    Sort results,10,dff4ba45f53ce1845df2470fac508892402ae5e419804e9d5256ab8bd517093d,PLAIN_VERBATIM
block-0493,10,HTTP Status Codes,chapters/10-data-management.qmd,1249,(untyped),┌─────────────────────────────────────────────────────────────────────────┐,└─────────────────────────────────────────────────────────────────────────┘,24,db974595f71f37eb9468f1d33200d82898b41fc4f28a7df201f8ece7f8638a38,ASCII_DIAGRAM
block-0494,10,Implementing a RESTful API,chapters/10-data-management.qmd,1292,javascript,// routes/tasks.js,const taskService = require('../services/taskService');,7,eca38180482afa6e48020be1c1ca16853435986e4984d952788106d71b32a508,PROGRAM_CODE
block-0495,10,Implementing a RESTful API,chapters/10-data-management.qmd,1306,javascript,// GET /api/tasks - List tasks with filtering and pagination,});,37,49fbe541c5acb99318f91284e84549cb6705310d2c8d10bbfb9f2b569b2b3f37,PROGRAM_CODE
block-0496,10,Implementing a RESTful API,chapters/10-data-management.qmd,1350,javascript,// GET /api/tasks/:id - Get single task,});,20,07caab152312b207eedcbfbc76c9b5c718d574703c7c3f0912c0896b33f1b3ec,PROGRAM_CODE
block-0497,10,Implementing a RESTful API,chapters/10-data-management.qmd,1377,javascript,// POST /api/tasks - Create task,});,16,6e98e780cca6a822e9ef15f4965efbbf8133603714747728c34328bb59005ab5,PROGRAM_CODE
block-0498,10,Implementing a RESTful API,chapters/10-data-management.qmd,1400,javascript,// PATCH /api/tasks/:id - Partial update,});,20,3fba354a53e4a7ae39d6f1ec23c425ae24d236a2110230c28e684870825e784a,PROGRAM_CODE
block-0499,10,Implementing a RESTful API,chapters/10-data-management.qmd,1427,javascript,// DELETE /api/tasks/:id - Delete task,module.exports = router;,22,9a71815a5a877ae935abf8660fc48ac8f47e0c3d9686506fe54d2c52c380d9f9,PROGRAM_CODE
block-0500,10,Implementing a RESTful API,chapters/10-data-management.qmd,1456,javascript,// services/taskService.js,},34,aba6a3fd48ecf5f2efec79f49141f72f715c8b4d99c762bddd5d593055ae7b4a,PROGRAM_CODE
block-0501,10,Implementing a RESTful API,chapters/10-data-management.qmd,1495,javascript,"async getById(id, userId) {",},6,de7d0a101ecdc08f3f603efa048fb0cd71a74f64c07abc856cae2d5345c438ae,PROGRAM_CODE
block-0502,10,Implementing a RESTful API,chapters/10-data-management.qmd,1506,javascript,async create(data) {,},16,ddbf7145377cd523ac3cb21c61631cdfc1408b20820b8fd65dc18e4a416d90a9,PROGRAM_CODE
block-0503,10,Implementing a RESTful API,chapters/10-data-management.qmd,1527,javascript,"async update(id, userId, data) {",module.exports = new TaskService();,23,ec9b52e48c473b0169c608fb74b0fc6b7351730772764c92751d44036cc8fd99,PROGRAM_CODE
block-0504,10,Response Structure,chapters/10-data-management.qmd,1559,javascript,// Success - single resource,},35,32d8aa872efd84965c9371a702002e93bf68d5f343198c30f1edfd65d63ced90,PROGRAM_CODE
block-0505,10,The Problem GraphQL Solves,chapters/10-data-management.qmd,1617,graphql,query Dashboard {,},18,dcb618aec7ea5017b73131ed23dc5fe5a79dc44aea56044cfa942977a720a2fb,PLAIN_VERBATIM
block-0506,10,GraphQL Schema,chapters/10-data-management.qmd,1644,graphql,# schema.graphql,},16,444e250aea584cb219af3f74c4209574419295929ae6818fd90074046bbe4d67,PLAIN_VERBATIM
block-0507,10,GraphQL Schema,chapters/10-data-management.qmd,1665,graphql,# Object types define the shape of resources,},10,53806b5e8c8e88fc91179a2a9f7d1bdab0cff03886b96843ec0761f2397697c1,PLAIN_VERBATIM
block-0508,10,GraphQL Schema,chapters/10-data-management.qmd,1682,graphql,type Task {,},25,04c96f8b46a2ed40d856064c095a005a61aa610f8227bed4a94bf7a4d395ae15,PLAIN_VERBATIM
block-0509,10,GraphQL Schema,chapters/10-data-management.qmd,1714,graphql,input CreateTaskInput {,},15,37f1487fd2d2de6cfaf44b1944cb1058fff7ecb137709851c4673c4288fd7240,PLAIN_VERBATIM
block-0510,10,GraphQL Schema,chapters/10-data-management.qmd,1736,graphql,type Query {,},18,f1e214203d0098402c0b5acf438f7e0e15c295c37f05f938164c89a77c98aee9,PLAIN_VERBATIM
block-0511,10,GraphQL Schema,chapters/10-data-management.qmd,1761,graphql,type Mutation {,},7,1c6a1b1d902d3e33831a505c142f8e6c6ce1b5e0198cadbd0253cbc35d665d29,PLAIN_VERBATIM
block-0512,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1779,graphql,query GetMe {,},7,378455b97f53b00d4076b0a70a7fc35323b5e4f7d7a43ac7f08b09502fed6f5f,PLAIN_VERBATIM
block-0513,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1791,json,{,},9,4517a965a90289b3d7c17e451128c18acaf309628569af4d38b4ba327b8fe799,DATA
block-0514,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1805,graphql,query GetTask($taskId: ID!) {,},8,a8008fb0956373bc116058d42d86580bb1ecba476299e4f1ca3827a63f7fe716,PLAIN_VERBATIM
block-0515,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1818,json,{,},4,c10a0ee99f9e42ccef5d3bfe083ffa30b231bb5bd32e10c201fd7571f0b69dd9,DATA
block-0516,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1827,graphql,query GetUserWithTasks($userId: ID!) {,},15,401cc23347dd362bf75d30f9cf6609bffefa662c57eb08166636446f758b0248,PLAIN_VERBATIM
block-0517,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1849,graphql,query Dashboard {,},28,5665a385d2b8ea45288dd598397dee229839ae218659e4728b97eb67deb6cebe,PLAIN_VERBATIM
block-0518,10,Writing GraphQL Queries,chapters/10-data-management.qmd,1884,graphql,fragment TaskFields on Task {,},19,4571aff2a87a45402bcbe9f80b5677ba046b30d08c8dfcf076412f501c692703,PLAIN_VERBATIM
block-0519,10,GraphQL Mutations,chapters/10-data-management.qmd,1912,graphql,mutation CreateTask($input: CreateTaskInput!) {,},8,d3fc2b5a2c8329b851245246cad75dede715c592f54d7575773c5d4313f61c5f,PLAIN_VERBATIM
block-0520,10,GraphQL Mutations,chapters/10-data-management.qmd,1925,json,{,},8,735447af922afb4b4c2a1e6ebdd9887d98d1c07bfcd2037b7c324d5f1cf57d39,DATA
block-0521,10,GraphQL Mutations,chapters/10-data-management.qmd,1940,graphql,mutation BatchUpdate {,},10,e4026a79137433bf98cc679da3fda94dd8d560e91fcb2f85c5c487aefdfec0f3,PLAIN_VERBATIM
block-0522,10,Implementing GraphQL Resolvers,chapters/10-data-management.qmd,1959,javascript,// resolvers.js,"},",33,2eccb5a391852c827a915c38f778d44fb56028539c2ac7047d246e7aa4008e15,PROGRAM_CODE
block-0523,10,Implementing GraphQL Resolvers,chapters/10-data-management.qmd,2006,javascript,Mutation: {,"},",38,8c1437299581d6e3cb9d57ffaa13ed42a38c1a30e03b4febbc82e2c008e9f96b,PROGRAM_CODE
block-0524,10,Implementing GraphQL Resolvers,chapters/10-data-management.qmd,2049,javascript,// Resolvers for Task type fields,};,46,d0ef4ef91543bb5105d356210cf28b4883ea4c7e62207f9d256fbd5f8ae50580,PROGRAM_CODE
block-0525,10,The N+1 Problem and DataLoader,chapters/10-data-management.qmd,2104,graphql,query {,},8,6d2790b358f35f41c74fa5710db6aea0d36a2d57f55aebde6779c9365c8678f8,PLAIN_VERBATIM
block-0526,10,The N+1 Problem and DataLoader,chapters/10-data-management.qmd,2119,javascript,const DataLoader = require('dataloader');,});,11,69e8d0f5456b15ea5f960eb09ec86345c0c70bd077175459a9cbd8c0c22943db,PROGRAM_CODE
