chapter,section,source_file,item_type,description,claimed_algorithm,claimed_complexity,implementation_language,implementation_present,runnable,verification_status,citation_required,source_required,severity,recommended_action,notes
8,Set Cover via LP Relaxation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1015-1058,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,The Integrality Gap,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 1066-1066,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,PTAS: Polynomial Time Approximation Scheme,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,COMPLEXITY,PTAS: Polynomial Time Approximation Scheme,,Polynomial Time,,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 1080
8,PTAS: Polynomial Time Approximation Scheme,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"Get arbitrarily close to optimal, trading time for accuracy!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1082
8,Knapsack: A Classic FPTAS,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1087-1151,,O(n³/epsilon),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Euclidean TSP: A PTAS,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1164-1207,,O(n × (log n) O(1/epsilon),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,When PTAS Exists,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,2. Strong NP-hard problems (unless P = NP),,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1219
8,Some Problems Resist Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,Not all NP-hard problems can be approximated!,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1228
8,Inapproximability Results,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1233-1280,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,The PCP Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PROOF,The PCP Theorem,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1283
8,The PCP Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1288-1309,,O(log n) O(1),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,APX-Completeness,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1317-1346,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,A Complete Approximation Algorithm Toolkit,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1356-1447,,o (if optimal known),python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Implementation Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1483-1500,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Implementation Problems,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,CODE,Fenced block at lines 1505-1518,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,1. Approximation Guarantees Matter,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1553
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Know exactly how far from optimal you might be,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1555
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"- Different guarantees: constant, logarithmic, PTAS",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1556
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"- Greedy: Simple, often optimal for special structures",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1559
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Set Cover: Greedy is nearly optimal,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1567
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,PROOF,- PCP theorem revolutionized the field,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1572
8,Key Takeaways,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Often perform better than worst-case guarantee,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1577
8,Decision Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,When facing an NP-hard optimization problem:,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1583
8,Decision Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Need guarantee? → Approximation algorithm,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1590
8,Decision Framework,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Don't seek impossible guarantees,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1602
8,The Art of Approximation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"- Theory: Rigorous guarantees, worst-case analysis",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1609
8,Looking Forward,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,- Practical implementations beating guarantees,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1619
8,Final Thought,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/08-Approximation-Algorithms.qmd,MATHEMATICAL_CLAIM,"Approximation algorithms teach us that perfection is not always necessary or even desirable. By accepting solutions that are provably close to optimal, we can solve problems that would otherwise be impossible. This is not giving up—it's strategic compromise with mathematical backing.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 1630
9,A Simple Example,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 72-80,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,The Genius Idea: The Residual Network,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 118-122,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,The Max-Flow Min-Cut Theorem: One of CS's Greatest Hits,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PROOF,The Max-Flow Min-Cut Theorem: One of CS's Greatest Hits,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 129
9,What's a Cut?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 136-145,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,The Theorem That Changes Everything,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PROOF,The Theorem That Changes Everything,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 152
9,The Theorem That Changes Everything,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PROOF,"Max-Flow Min-Cut Theorem (Ford & Fulkerson, 1956):",,,,NO,NO,MANUAL REVIEW,YES,YES,MEDIUM,Verify assumptions and terminology,line 154
9,The Basic Idea,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 190-197,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Let's Trace Through an Example Step by Step,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 207-215,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Edmonds-Karp: Making It Actually Fast,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,MATHEMATICAL_CLAIM,"Use BFS to find the path, and boom—you get a polynomial-time guarantee!",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 264
9,Edmonds-Karp: Making It Actually Fast,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,COMPLEXITY,Time complexity: O(VE²),,O(VE²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 266
9,Edmonds-Karp: Making It Actually Fast,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,MATHEMATICAL_CLAIM,"This might seem like a small tweak, but it's huge. By always taking the shortest path, you guarantee that:",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 268
9,Edmonds-Karp: Making It Actually Fast,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,COMPLEXITY,1. Each edge appears on at most O(VE) augmenting paths,,O(VE),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 269
9,Edmonds-Karp: Making It Actually Fast,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,CODE,Fenced block at lines 276-459,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Why BFS Makes All the Difference,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,COMPLEXITY,"When you saturate an edge on a shortest path, the next shortest path must be longer. Since paths can be at most V edges long, and you have E edges to saturate, you get the O(VE) bound on the number of augmenting paths.",,O(VE),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 468
9,Why BFS Makes All the Difference,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PROOF,"It's one of those proofs where the intuition is beautiful but the formal details are technical. The takeaway: using BFS isn't just convenient, it's provably efficient.",,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 470
9,A Completely Different Philosophy,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,COMPLEXITY,"Surprisingly, the local approach can be faster! The best push-relabel variants run in O(V³), better than Edmonds-Karp's O(VE²) on dense graphs.",,O(V³) O(VE²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 484
9,The Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 505-522,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,The Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 527-530,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,The Algorithm,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 535-535,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Why Does This Work?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,CODE,Fenced block at lines 554-689,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Which Algorithm Should You Use?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,COMPLEXITY,- ❌ O(VE²) can be slow on dense graphs,,O(VE²),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 698
9,Which Algorithm Should You Use?,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,COMPLEXITY,- ✅ Faster on dense graphs (O(V³) or better with optimizations),,O(V³),,NO,NO,REVIEWED,NO,NO,LOW,Verify assumptions and terminology,line 701
9,The Flow Network Trick,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PSEUDOCODE,Fenced block at lines 737-744,,,UNLABELED,YES,NO,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Implementation,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,CODE,Fenced block at lines 759-862,,,python,YES,CANDIDATE,SEE code-verification-results.csv,NO,NO,LOW,Use block-level verification record,Safe automated classification plus targeted tests; unexecuted blocks remain manual review.
9,Hall's Marriage Theorem,/Users/medina/Projects/oer-books/advanced-algorithms-book/chapters/09-Advanced-Graph-Algorithms.qmd,PROOF,Hall's Marriage Theorem,,,,NO,NO,MANUAL REVIEW,NO,NO,LOW,Verify assumptions and terminology,line 865
